841,309,347,427,111,A
843,309,346,426,111,A
844,309,346,425,110,A
845,307,347,425,110,A
843,307,344,424,110,A
843,308,345,424,110,A
848,310,349,428,110,A
846,310,350,429,112,A
852,311,351,430,112,A
849,312,349,430,112,A
848,312,349,430,111,A
850,310,351,431,111,A
854,309,349,430,112,A
852,310,349,430,110,A
851,311,350,430,111,A
851,311,349,429,111,A
849,309,348,426,109,A
846,306,347,428,112,A
850,308,345,426,111,A
852,310,348,428,111,A
848,309,349,428,111,A
850,311,351,428,112,A
850,311,349,430,112,A
852,311,349,432,112,A
851,312,348,429,112,A
851,312,349,423,111,A
852,313,350,431,112,A
855,312,351,432,112,A
851,311,351,431,113,A
851,311,349,427,112,A
850,311,349,427,113,A
852,311,349,431,111,A
851,310,349,429,112,A
852,311,349,429,112,A
850,312,349,431,112,A
844,310,347,426,112,A
845,309,345,427,111,A
843,309,347,426,111,A
841,310,347,426,110,A
843,306,345,425,110,A
843,307,345,426,111,A
842,308,345,426,110,A
850,310,348,429,111,A
848,309,346,427,111,A
852,310,349,429,111,A
850,309,346,425,110,A
848,312,349,430,112,A
846,310,349,430,112,A
848,311,350,429,111,A
851,311,349,430,111,A
838,306,344,425,110,A
851,310,347,428,111,A
852,310,347,429,112,A
858,313,347,431,110,A
856,311,346,432,109,A
856,313,346,432,109,A
858,312,348,431,108,A
856,312,348,432,111,A
866,316,352,437,110,A
862,313,348,426,109,A
865,317,353,437,111,A
863,316,352,437,112,A
866,315,353,437,111,A
863,316,353,436,112,A
867,315,349,436,111,A
864,316,351,436,111,A
868,316,352,437,111,A
865,317,353,438,111,A
868,314,352,436,111,A
865,316,353,438,111,A
867,315,348,436,112,A
865,316,351,438,110,A
867,315,350,433,112,A
865,318,351,438,111,A
864,315,351,435,111,A
867,317,353,437,112,A
869,317,352,438,112,A
871,315,349,428,109,A
871,317,353,438,112,A
869,316,354,439,112,A
867,317,353,439,112,A
864,317,352,436,112,A
860,314,349,436,112,A
866,316,351,435,112,A
854,315,351,438,111,A
857,312,347,431,111,A
855,312,346,431,108,A
857,312,347,431,109,A
857,312,349,431,110,A
855,312,348,431,111,A
856,313,346,430,110,A
854,312,348,431,110,A
846,312,348,427,110,A
860,313,350,435,110,A
863,315,348,434,110,A
862,313,350,436,112,A
867,314,351,435,110,A
866,316,350,437,111,A
864,314,351,436,110,A
864,315,352,436,111,A
863,313,350,437,110,A
857,314,346,426,109,A
844,312,349,435,111,A
866,316,353,435,111,A
868,316,352,437,112,A
870,316,353,437,111,A
872,316,351,438,112,A
870,317,352,438,111,A
868,317,352,437,111,A
866,316,354,438,111,A
866,318,352,438,112,A
864,316,351,440,111,A
869,317,353,439,112,A
869,317,353,439,112,A
864,314,352,436,111,A
864,315,352,436,111,A
868,317,353,434,111,A
865,317,352,433,109,A
865,314,350,436,111,A
861,315,351,437,110,A
863,312,349,432,111,A
862,314,352,434,112,A
859,314,348,433,111,A
860,313,347,433,110,A
858,312,348,433,110,A
857,313,348,432,110,A
860,314,348,432,110,A
854,313,349,431,110,A
857,312,347,428,110,A
857,310,348,432,110,A
859,314,348,433,109,A
855,313,349,434,110,A
856,314,348,433,110,A
857,313,348,433,111,A
866,316,351,439,111,A
869,316,353,438,112,A
867,316,351,437,111,A
870,317,353,436,111,A
865,316,352,438,111,A
863,317,351,438,112,A
863,316,351,437,111,A
864,316,351,436,111,A
854,312,348,432,110,A
865,314,352,436,111,A
865,314,352,437,111,A
868,316,352,436,111,A
869,317,352,438,111,A
866,316,353,439,112,A
865,315,352,439,111,A
864,316,352,437,112,A
865,314,350,438,111,A
870,317,353,438,112,A
861,316,351,435,112,A
864,316,353,437,111,A
865,315,351,436,111,A
864,315,352,435,112,A
868,315,351,432,111,A
860,312,351,439,112,A
866,317,352,438,112,A
856,313,348,431,110,A
855,312,348,431,109,A
858,313,348,432,109,A
857,312,345,431,109,A
857,313,349,433,110,A
863,313,349,434,110,A
858,314,349,433,110,A
857,313,347,432,110,A
852,314,351,437,110,A
850,314,349,435,110,A
858,310,346,431,110,A
858,314,349,434,110,A
860,314,350,432,110,A
859,311,348,434,110,A
862,313,352,435,110,A
870,316,350,437,111,A
867,316,353,437,111,A
865,316,352,436,111,A
861,315,350,436,110,A
866,315,351,436,111,A
864,316,352,437,110,A
864,316,352,438,111,A
864,315,352,437,110,A
864,316,351,437,111,A
865,317,352,438,110,A
870,317,352,438,110,A
879,290,320,399,100,A
875,288,320,400,102,A
872,289,322,397,103,A
872,290,323,402,103,A
872,288,323,402,103,A
872,288,322,402,107,A
880,288,322,400,106,A
879,288,323,401,107,A
880,289,322,401,107,A
876,288,323,400,107,A
884,292,324,401,108,A
879,292,325,402,107,A
880,291,322,401,109,A
884,291,325,402,109,A
882,293,327,404,108,A
887,292,326,403,107,A
887,293,326,405,108,A
886,293,326,404,108,A
888,292,328,406,108,A
888,293,327,403,107,A
886,292,326,404,108,A
894,295,329,405,107,A
885,291,324,404,106,A
891,294,327,405,108,A
890,293,328,407,108,A
888,293,323,407,107,A
892,291,327,404,108,A
893,296,328,406,108,A
888,292,326,404,107,A
884,294,329,407,108,A
882,292,326,405,108,A
886,293,326,404,107,A
833,281,310,385,102,A
884,293,325,405,106,A
887,293,323,403,108,A
860,289,326,406,103,A
862,293,327,409,104,A
866,291,327,407,105,A
828,284,318,396,103,A
867,289,322,404,105,A
867,294,328,407,107,A
865,293,330,406,104,A
872,293,328,408,106,A
866,293,327,410,106,A
872,295,329,412,107,A
865,296,329,413,106,A
877,294,328,411,106,A
873,294,328,410,108,A
875,295,330,412,108,A
878,296,330,414,108,A
877,294,329,408,108,A
878,297,330,414,108,A
873,297,331,412,108,A
880,299,331,408,107,A
880,299,333,413,109,A
884,298,333,414,108,A
883,300,330,414,109,A
882,300,332,413,107,A
884,297,334,416,109,A
881,298,332,413,109,A
875,297,335,417,108,A
882,298,334,418,109,A
888,301,336,416,110,A
886,301,335,416,109,A
882,302,336,420,109,A
876,298,333,416,108,A
882,301,335,412,108,A
883,299,332,416,107,A
879,302,331,412,107,A
883,300,335,416,106,A
884,301,331,416,108,A
854,294,327,408,107,A
882,301,335,414,108,A
881,300,336,416,107,A
883,300,332,417,109,A
885,303,334,415,107,A
878,300,331,413,108,A
882,300,333,418,107,A
867,290,329,441,91,A
871,294,329,440,91,A
869,290,329,444,93,A
867,292,333,441,92,A
862,292,330,442,92,A
868,291,330,442,91,A
870,290,330,444,91,A
867,288,329,442,92,A
869,293,329,442,92,A
871,289,332,440,92,A
865,292,330,442,92,A
868,292,332,443,91,A
867,292,328,443,92,A
856,291,327,439,90,A
